f1,f2,mean_abs_interaction
patch_lines_deleted,patch_hunk_gap_mean,0.04290890122175835
patch_num_hunks,repo_top_level_dir_count,0.04033797456030216
patch_lines_deleted,repo_top_level_dir_count,0.03607986403687506
patch_lines_deleted,patch_num_hunks,0.03415736347324585
patch_lines_deleted,repo_mean_file_depth,0.029954232142264593
patch_lines_deleted,patch_edit_fragmentation,0.025097789827416984
patch_lines_deleted,repo_mean_known_file_size,0.02389048277976883
patch_num_hunks,repo_mean_known_file_size,0.020246607260253062
patch_lines_deleted,repo_total_known_size,0.019993890059826387
patch_num_hunks,patch_hunk_gap_mean,0.018819937051667054
patch_lines_deleted,patch_lines_added,0.017231071192451555
repo_top_level_dir_count,repo_python_file_count,0.01719164853958277
patch_lines_deleted,repo_test_ratio,0.01624351898098382
patch_lines_deleted,repo_file_count,0.01569680253480252
patch_hunk_gap_mean,repo_mean_known_file_size,0.01525345739467934
repo_top_level_dir_count,repo_mean_file_depth,0.01518971161582072
patch_num_hunks,repo_mean_file_depth,0.015164639635563757
patch_hunk_gap_mean,repo_total_known_size,0.015117888239445368
patch_num_hunks,repo_python_file_count,0.014866912347607425
repo_top_level_dir_count,repo_mean_known_file_size,0.014728324284720783
patch_lines_deleted,repo_python_file_count,0.014342280329314313
repo_top_level_dir_count,patch_lines_added,0.013842948649587634
repo_top_level_dir_count,patch_edit_fragmentation,0.01355457863554477
patch_num_hunks,repo_dir_count,0.01266016042598956
patch_lines_deleted,repo_dir_count,0.012127241851636645
patch_num_hunks,repo_file_count,0.012006784246055228
patch_hunk_gap_mean,repo_top_level_dir_count,0.010870908489533222
patch_num_hunks,repo_total_known_size,0.010582569517245179
patch_num_hunks,patch_lines_added,0.010396920802819894
repo_mean_known_file_size,repo_python_file_count,0.010026627125573504
patch_hunk_gap_mean,patch_lines_added,0.00975628341591257
repo_top_level_dir_count,repo_test_ratio,0.009710518165479007
patch_hunk_gap_mean,repo_python_file_count,0.009518326737243732
repo_mean_known_file_size,repo_total_known_size,0.009414117358199435
patch_lines_deleted,repo_test_file_count,0.009082829668507212
patch_lines_deleted,patch_primary_file_depth,0.00894448375785605
repo_mean_known_file_size,repo_test_ratio,0.008851508793124404
patch_num_hunks,prompt_mean_competing_dependents_per_head,0.008618360381162387
repo_top_level_dir_count,repo_file_count,0.008436566079276078
patch_hunk_gap_mean,repo_mean_file_depth,0.008397658350103735
patch_lines_added,patch_edit_fragmentation,0.008204555121726183
repo_mean_known_file_size,patch_edit_fragmentation,0.008107442358496345
repo_total_known_size,repo_dir_count,0.008066362299550912
repo_dir_count,repo_has_tests_dir,0.007989420982985348
repo_total_known_size,repo_test_ratio,0.00796168646226747
repo_mean_file_depth,repo_file_count,0.007865505256266251
patch_edit_fragmentation,repo_test_ratio,0.007712339603215565
patch_hunk_gap_mean,patch_edit_fragmentation,0.007674532442418321
repo_mean_file_depth,repo_python_file_count,0.007607426848619781
patch_lines_added,patch_python_files_changed,0.007600509758095257
repo_top_level_dir_count,repo_total_known_size,0.0075509965753493636
patch_hunk_gap_mean,repo_dir_count,0.0073085186833951
patch_num_hunks,patch_edit_fragmentation,0.00727427206937161
patch_hunk_gap_mean,repo_file_count,0.007044042887388621
patch_lines_deleted,repo_basename_collision_count,0.007012940445703603
patch_hunk_gap_mean,repo_test_ratio,0.007007761223416221
repo_mean_known_file_size,patch_lines_added,0.006952258233761156
patch_num_hunks,repo_test_file_count,0.0068826302733018575
patch_num_hunks,repo_test_ratio,0.006840284349199285
repo_total_known_size,repo_basename_collision_count,0.006832377342730816
repo_mean_known_file_size,repo_dir_count,0.00667436190830811
repo_mean_known_file_size,repo_mean_file_depth,0.0065381076598215095
